GEO.id,GEO.id2,GEO.display-label,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M
0600000US0901157040,0901157040,"Old Lyme town, New London County, Connecticut",3189,148,2581,171,1886,143,1697,141,497,79,1200,147,189,80,32,29,26,28,6,11,157,78,59,43,98,73,695,142,608,127,246,94,167,75,65,50,102,58,79,60,55,54,55,54,0,17,24,23,15,17,9,16,362,113
0600000US0900700000,0900700000,"County subdivisions not defined, Middlesex County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900722280,0900722280,"East Haddam town, Middlesex County, Connecticut",3683,183,3130,240,2358,199,2214,205,773,100,1441,199,144,80,32,30,14,22,18,21,112,78,39,32,73,70,772,237,553,175,225,122,107,73,55,47,52,52,118,98,0,17,0,17,0,17,118,98,44,58,74,83,328,114
0600000US0900757320,0900757320,"Old Saybrook town, Middlesex County, Connecticut",4354,246,3470,308,2301,176,2007,190,481,125,1526,176,294,114,107,55,45,34,62,47,187,89,101,70,86,59,1169,251,884,174,481,155,274,107,194,102,80,56,207,111,32,29,0,19,32,29,175,111,143,107,32,33,403,142
0600000US0900719130,0900719130,"Deep River town, Middlesex County, Connecticut",1892,102,1390,115,1011,102,795,104,286,73,509,84,216,77,52,41,25,28,27,31,164,69,103,57,61,36,379,107,502,118,203,83,125,66,90,57,35,29,78,63,0,12,0,12,0,12,78,63,67,61,11,14,299,106
0600000US0900715350,0900715350,"Clinton town, Middlesex County, Connecticut",5460,186,4323,225,3229,175,2647,197,905,129,1742,192,582,114,160,73,30,26,130,69,422,100,124,52,298,86,1094,166,1137,181,553,127,261,84,117,71,144,66,292,81,121,65,76,58,45,47,171,72,127,72,44,34,584,153
0600000US0900735230,0900735230,"Haddam town, Middlesex County, Connecticut",3209,142,2651,175,2189,172,1991,180,563,127,1428,169,198,86,86,67,54,52,32,37,112,55,37,32,75,52,462,139,558,166,282,153,223,127,114,94,109,85,59,91,0,17,0,17,0,17,59,91,59,91,0,17,276,111
0600000US0900740710,0900740710,"Killingworth town, Middlesex County, Connecticut",2305,120,2141,137,1725,136,1571,160,645,110,926,174,154,76,47,43,0,17,47,43,107,59,11,19,96,57,416,117,164,61,103,51,34,43,22,37,12,20,69,66,0,17,0,17,0,17,69,66,69,66,0,17,61,44
0600000US0900747360,0900747360,"Middletown town, Middlesex County, Connecticut",19054,494,10082,451,6907,362,5544,323,1838,244,3706,335,1363,234,474,171,236,131,238,106,889,214,328,139,561,153,3175,328,8972,455,3606,336,1691,251,848,217,843,180,1915,323,259,107,166,93,93,89,1656,293,1061,231,595,181,5366,407
0600000US0900714300,0900714300,"Chester town, Middlesex County, Connecticut",1720,138,1345,150,966,131,829,117,260,88,569,98,137,70,55,60,36,55,19,23,82,46,58,36,24,24,379,119,375,104,125,73,72,63,7,12,65,62,53,50,10,15,0,12,10,15,43,48,43,48,0,12,250,85
0600000US0900726270,0900726270,"Essex town, Middlesex County, Connecticut",3010,191,2290,214,1635,168,1405,176,367,108,1038,171,230,140,61,56,31,47,30,33,169,129,85,82,84,95,655,200,720,214,240,111,154,92,0,17,154,92,86,60,11,20,11,20,0,17,75,58,66,59,9,15,480,180
0600000US0900718080,0900718080,"Cromwell town, Middlesex County, Connecticut",5819,278,4449,277,2913,241,2526,253,1009,158,1517,239,387,132,154,104,140,101,14,22,233,91,59,49,174,76,1536,245,1370,231,548,154,357,125,79,76,278,122,191,90,50,53,50,53,0,19,141,77,79,61,62,52,822,191
0600000US0901301080,0901301080,"Andover town, Tolland County, Connecticut",1235,93,1079,84,861,80,759,73,237,49,522,81,102,47,37,33,28,30,9,14,65,35,14,18,51,32,218,62,156,80,33,51,33,51,0,12,33,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,123,59
0600000US0901317800,0901317800,"Coventry town, Tolland County, Connecticut",4774,222,4246,228,3202,175,2601,208,973,115,1628,191,601,152,219,98,89,63,130,67,382,143,189,102,193,109,1044,240,528,159,207,93,49,46,14,22,35,40,158,92,15,25,15,25,0,19,143,91,104,62,39,61,321,131
0600000US0901376290,0901376290,"Tolland town, Tolland County, Connecticut",5159,210,4771,237,3910,246,3679,248,1529,153,2150,243,231,104,126,77,55,53,71,53,105,71,37,35,68,53,861,187,388,127,234,127,114,67,76,56,38,41,120,102,94,97,94,97,0,19,26,32,9,15,17,28,154,93
0600000US0901369220,0901369220,"Somers town, Tolland County, Connecticut",3466,154,3049,184,2488,134,2234,160,699,91,1535,151,254,88,107,59,49,37,58,41,147,55,53,35,94,44,561,151,417,88,258,90,134,71,73,56,61,47,124,68,22,33,22,33,0,19,102,64,18,19,84,60,159,54
0600000US0901378250,0901378250,"Vernon town, Tolland County, Connecticut",13086,339,6802,300,4481,280,3851,276,1218,192,2633,229,630,159,218,85,73,56,145,63,412,136,94,88,318,115,2321,268,6284,355,2642,356,1281,229,557,197,724,186,1361,264,260,123,144,96,116,85,1101,241,924,221,177,104,3642,364
0600000US0901377830,0901377830,"Union town, Tolland County, Connecticut",360,51,349,50,275,43,248,41,55,22,193,37,27,13,15,9,4,6,11,9,12,10,7,9,5,5,74,26,11,7,5,6,3,5,3,5,0,12,2,3,0,12,0,12,0,12,2,3,2,3,0,12,6,6
0600000US0901316400,0901316400,"Columbia town, Tolland County, Connecticut",2073,85,1918,119,1695,117,1579,132,521,91,1058,136,116,75,61,50,21,26,40,46,55,46,20,33,35,34,223,84,155,87,49,61,11,19,11,19,0,17,38,59,0,17,0,17,0,17,38,59,38,59,0,17,106,75
0600000US0901325360,0901325360,"Ellington town, Tolland County, Connecticut",7141,315,4540,335,3190,280,2807,252,1232,216,1575,247,383,165,151,100,44,52,107,90,232,124,177,113,55,58,1350,301,2601,291,881,179,674,173,370,151,304,133,207,111,0,19,0,19,0,19,207,111,91,70,116,82,1720,289
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",2483,197,1641,200,1247,172,1052,149,290,133,762,157,195,93,60,58,0,17,60,58,135,74,97,68,38,35,394,149,842,162,134,75,83,54,11,20,72,49,51,53,0,17,0,17,0,17,51,53,51,53,0,17,708,172
0600000US0901344910,0901344910,"Mansfield town, Tolland County, Connecticut",5514,420,3035,293,2207,233,1855,208,640,122,1215,175,352,114,75,41,26,25,49,32,277,106,90,53,187,89,828,151,2479,302,453,134,173,78,113,64,60,41,280,120,111,82,23,27,88,77,169,85,127,76,42,38,2026,298
0600000US0901337910,0901337910,"Hebron town, Tolland County, Connecticut",3476,122,3318,143,2599,119,2376,134,913,92,1463,139,223,78,66,38,35,29,31,27,157,71,131,68,26,24,719,127,158,83,86,66,36,36,21,33,15,16,50,54,0,17,0,17,0,17,50,54,40,53,10,15,72,48
0600000US0901372090,0901372090,"Stafford town, Tolland County, Connecticut",4662,201,3440,206,2427,184,1952,189,559,116,1393,173,475,120,103,47,77,37,26,24,372,110,131,62,241,89,1013,204,1222,184,559,118,243,91,151,79,92,54,316,108,48,67,0,19,48,67,268,99,162,68,106,68,663,155
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",22251,380,14601,479,11691,421,10370,407,4609,269,5761,321,1321,181,338,104,124,57,214,96,983,155,347,103,636,136,2910,262,7650,383,4631,338,3193,338,1981,302,1212,188,1438,252,375,127,279,118,96,57,1063,243,658,199,405,127,3019,336
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",6703,223,6142,265,4875,251,4238,275,2041,184,2197,226,637,217,106,83,74,73,32,37,531,209,222,148,309,130,1267,267,561,162,227,127,171,117,101,101,70,51,56,52,0,19,0,19,0,19,56,52,23,28,33,35,334,142
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",3440,160,2719,184,2195,165,1958,179,805,129,1153,145,237,88,63,59,26,38,37,45,174,73,75,49,99,59,524,109,721,150,348,123,226,90,115,69,111,64,122,83,0,17,0,17,0,17,122,83,85,66,37,47,373,114
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",20084,414,15859,442,11564,403,9136,408,2971,252,6165,370,2428,343,730,186,291,132,439,139,1698,305,588,166,1110,222,4295,399,4225,334,2215,245,898,203,415,144,483,147,1317,260,125,76,93,72,32,27,1192,249,735,198,457,170,2010,252
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",7084,186,5552,247,4649,198,4306,196,2073,153,2233,196,343,85,118,68,87,58,31,35,225,73,75,47,150,60,903,177,1532,202,852,195,529,171,380,140,149,102,323,143,70,64,52,56,18,29,253,120,153,95,100,83,680,162
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",5019,167,4727,188,3785,172,3408,191,1315,147,2093,200,377,101,84,59,22,25,62,51,293,85,104,58,189,62,942,160,292,99,201,88,84,49,55,39,29,29,117,69,21,24,10,16,11,16,96,65,32,36,64,61,91,52
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",9840,277,8649,306,7115,247,6262,251,2783,215,3479,249,853,173,267,93,192,87,75,38,586,152,221,110,365,107,1534,240,1191,201,565,147,315,101,89,41,226,94,250,112,61,53,17,26,44,47,189,91,130,77,59,55,626,179
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",49510,687,26231,712,18981,663,16071,609,6265,465,9806,483,2910,370,596,178,137,84,459,144,2314,345,864,239,1450,266,7250,536,23279,645,11775,654,7326,537,3778,422,3548,389,4449,501,1151,305,704,254,447,157,3298,453,2014,319,1284,325,11504,667
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",3473,161,3329,154,2803,130,2541,162,1398,124,1143,165,262,90,45,34,13,20,32,28,217,85,106,64,111,69,526,133,144,75,66,52,64,52,56,48,8,13,2,6,0,19,0,19,0,19,2,6,0,19,2,6,78,60
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",2805,139,2665,132,2066,125,1911,139,845,120,1066,162,155,67,84,51,12,20,72,48,71,46,31,30,40,31,599,156,140,67,97,57,67,53,11,17,56,49,30,27,0,17,0,17,0,17,30,27,30,27,0,17,43,34
0600000US0900186370,0900186370,"Wilton town, Fairfield County, Connecticut",6028,182,5163,228,4428,221,4050,223,2064,142,1986,158,378,106,131,56,87,44,44,36,247,86,99,46,148,68,735,153,865,191,521,149,385,130,285,122,100,53,136,75,48,44,48,44,0,19,88,66,84,65,4,7,344,101
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",50547,844,21114,823,14740,624,9598,632,3750,461,5848,424,5142,499,1652,322,410,167,1242,251,3490,402,1190,301,2300,292,6374,532,29433,945,17758,734,7154,583,3875,441,3279,386,10604,631,2185,336,1138,249,1047,260,8419,525,5454,490,2965,335,11675,684
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",6858,144,5848,188,5085,168,4708,166,2873,149,1835,155,377,110,110,66,71,41,39,48,267,83,131,57,136,60,763,130,1010,151,573,120,405,112,250,83,155,62,168,82,66,62,56,61,10,15,102,62,58,42,44,46,437,110
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",20595,372,17198,439,13492,365,11951,388,5647,259,6304,327,1541,216,405,82,155,52,250,74,1136,201,357,106,779,166,3706,310,3397,314,1801,240,1328,191,700,127,628,160,473,118,158,72,126,64,32,35,315,98,224,75,91,60,1596,219
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",8983,277,7594,311,6431,242,5856,249,2812,180,3044,265,575,150,121,62,72,51,49,42,454,138,275,112,179,73,1163,251,1389,211,682,163,439,135,167,76,272,121,243,111,39,38,39,38,0,23,204,106,136,97,68,43,707,160
0600000US0900183500,0900183500,"Westport town, Fairfield County, Connecticut",9896,259,8331,284,6676,249,6052,278,3123,207,2929,279,624,156,190,72,95,50,95,50,434,132,216,91,218,96,1655,197,1565,223,803,140,545,124,317,108,228,86,258,101,81,52,70,50,11,18,177,99,96,74,81,70,762,189
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",7271,225,5684,257,4301,251,3651,253,1614,202,2037,213,650,145,282,152,151,138,131,64,368,136,156,101,212,93,1383,207,1587,253,717,169,351,122,139,71,212,118,366,137,131,75,108,85,23,37,235,123,160,104,75,69,870,196
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",1477,92,1286,117,950,98,840,99,270,52,570,104,110,48,39,31,16,18,23,25,71,40,14,17,57,38,336,99,191,77,130,67,70,57,30,45,40,35,60,51,18,26,0,12,18,26,42,47,16,24,26,40,61,39
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",33923,573,20013,627,14444,507,11973,486,4731,370,7242,403,2471,347,864,224,279,128,585,183,1607,259,421,141,1186,207,5569,473,13910,575,7587,499,3987,388,2015,312,1972,331,3600,425,823,211,298,134,525,191,2777,387,1783,275,994,220,6323,477
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",6190,205,5125,241,4191,225,3712,233,1518,153,2194,234,479,130,92,56,23,28,69,48,387,136,98,56,289,119,934,167,1065,198,500,162,250,142,166,121,84,68,250,114,78,80,58,76,20,24,172,85,107,82,65,49,565,164
0600000US0900903250,0900903250,"Beacon Falls town, New Haven County, Connecticut",2466,158,2094,178,1570,130,1249,142,469,105,780,132,321,132,181,92,32,38,149,86,140,83,81,62,59,56,524,182,372,123,111,65,0,17,0,17,0,17,111,65,0,17,0,17,0,17,111,65,56,42,55,48,261,109
0600000US0900982870,0900982870,"West Haven town, New Haven County, Connecticut",19576,496,10750,561,7348,397,5537,432,1991,274,3546,346,1811,296,500,152,84,52,416,154,1311,270,443,145,868,212,3402,423,8826,515,4484,403,1741,362,721,220,1020,249,2743,375,946,291,427,206,519,204,1797,288,1242,267,555,193,4342,472
0600000US0900904580,0900904580,"Bethany town, New Haven County, Connecticut",1967,132,1800,147,1523,143,1440,145,442,105,998,138,83,40,43,36,8,15,35,31,40,33,29,25,11,19,277,120,167,101,80,57,36,37,9,15,27,33,44,43,0,17,0,17,0,17,44,43,16,26,28,33,87,86
0600000US0900934950,0900934950,"Guilford town, New Haven County, Connecticut",8314,212,7167,234,5587,255,4932,258,1775,165,3157,258,655,151,198,90,31,30,167,82,457,121,200,72,257,98,1580,203,1147,175,538,144,280,103,89,50,191,90,258,100,63,37,42,32,21,20,195,91,164,84,31,29,609,137
0600000US0900944560,0900944560,"Madison town, New Haven County, Connecticut",6911,292,5958,314,4815,254,4243,259,1501,174,2742,251,572,167,199,87,115,68,84,48,373,138,126,79,247,124,1143,215,953,202,345,133,164,76,112,67,52,38,181,107,55,70,9,14,46,69,126,88,126,88,0,19,608,167
0600000US0900987560,0900987560,"Wolcott town, New Haven County, Connecticut",5880,251,4947,260,3957,232,3128,263,1121,164,2007,233,829,187,290,129,64,66,226,106,539,166,155,74,384,138,990,199,933,206,488,160,210,115,77,78,133,80,278,136,112,96,12,20,100,93,166,112,141,107,25,32,445,144
0600000US0900978740,0900978740,"Wallingford town, New Haven County, Connecticut",18518,411,13505,488,9786,380,8200,382,2236,220,5964,411,1586,244,493,132,155,81,338,106,1093,222,319,125,774,172,3719,372,5013,344,1971,259,1138,214,345,125,793,183,833,179,264,86,77,51,187,75,569,174,269,94,300,143,3042,276
0600000US0900987700,0900987700,"Woodbridge town, New Haven County, Connecticut",2931,134,2610,159,2143,141,1873,168,766,95,1107,159,270,101,147,86,45,39,102,75,123,66,43,37,80,53,467,127,321,110,141,85,89,75,28,35,61,58,52,36,30,26,22,23,8,12,22,27,7,11,15,24,180,83
0600000US0900949950,0900949950,"Naugatuck town, New Haven County, Connecticut",11659,430,7772,363,6168,296,4960,351,1860,274,3100,292,1208,234,515,144,229,114,286,93,693,183,275,153,418,131,1604,272,3887,404,1854,290,900,234,493,184,407,153,954,244,168,125,110,117,58,50,786,219,376,145,410,158,2033,369
0600000US0900957600,0900957600,"Orange town, New Haven County, Connecticut",4939,151,4361,153,3708,125,3302,156,1272,133,2030,145,406,99,67,40,19,27,48,34,339,91,86,46,253,84,653,126,578,121,197,72,107,60,67,51,40,29,90,39,28,23,15,16,13,18,62,32,43,28,19,20,381,95
0600000US0900962290,0900962290,"Prospect town, New Haven County, Connecticut",3367,160,2930,190,2370,171,2014,175,721,92,1293,168,356,97,94,57,35,38,59,41,262,84,64,50,198,77,560,151,437,151,151,78,79,66,39,60,40,31,72,82,15,25,0,17,15,25,57,78,0,17,57,78,286,129
0600000US0900900000,0900900000,"County subdivisions not defined, New Haven County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900907310,0900907310,"Branford town, New Haven County, Connecticut",12430,410,8724,383,5817,303,4822,271,1226,181,3596,257,995,210,329,144,214,137,115,57,666,163,201,103,465,135,2907,327,3706,330,1602,238,835,205,316,101,519,172,767,168,284,135,209,120,75,63,483,136,342,134,141,69,2104,284
0600000US0900946520,0900946520,"Meriden town, New Haven County, Connecticut",26218,677,15411,513,10266,477,7769,432,2119,253,5650,442,2497,327,909,223,273,103,636,207,1588,299,632,211,956,202,5145,453,10807,613,4122,408,1912,311,642,212,1270,257,2210,325,453,150,165,65,288,135,1757,285,1091,207,666,179,6685,597
0600000US0900952070,0900952070,"New Haven town, New Haven County, Connecticut",49770,982,13727,651,8595,575,5909,474,2220,269,3689,342,2686,352,663,200,352,183,311,108,2023,306,766,187,1257,237,5132,455,36043,906,15720,655,5995,536,3216,395,2779,373,9725,544,1491,268,735,196,756,192,8234,568,5311,504,2923,382,20323,969
0600000US0900914160,0900914160,"Cheshire town, New Haven County, Connecticut",10162,296,8803,319,6940,294,6178,357,2273,226,3905,356,762,185,252,116,95,53,157,97,510,162,209,73,301,135,1863,268,1359,242,625,198,477,175,149,75,328,145,148,91,75,76,42,67,33,39,73,51,27,31,46,43,734,145
0600000US0900935650,0900935650,"Hamden town, New Haven County, Connecticut",22945,521,14698,536,10202,416,8298,452,2772,287,5526,383,1904,318,509,175,44,38,465,172,1395,251,471,164,924,187,4496,397,8247,420,3643,417,1982,350,799,216,1183,310,1661,341,210,120,45,47,165,104,1451,320,1024,244,427,179,4604,385
0600000US0900953890,0900953890,"North Branford town, New Haven County, Connecticut",5451,267,4727,284,3700,210,3206,237,994,181,2212,278,494,138,130,95,73,76,57,57,364,130,88,83,276,109,1027,236,724,194,310,113,115,65,34,30,81,58,195,108,87,88,87,88,0,19,108,69,48,46,60,50,414,177
0600000US0900980070,0900980070,"Waterbury town, New Haven County, Connecticut",40579,758,17304,691,11623,513,8443,457,3208,315,5235,470,3180,303,931,172,274,95,657,142,2249,293,904,228,1345,241,5681,485,23275,746,12906,534,4486,444,2046,339,2440,338,8420,548,1407,272,744,242,663,169,7013,524,4653,468,2360,305,10369,635
0600000US0900954870,0900954870,"North Haven town, New Haven County, Connecticut",8785,263,7325,290,5645,213,4769,269,1703,180,3066,227,876,209,246,88,119,70,127,54,630,178,271,128,359,117,1680,265,1460,231,653,149,517,135,142,80,375,129,136,69,52,43,32,31,20,29,84,52,10,16,74,49,807,182
